index,Title,Director,Cast,genres,combo
678,neelampati ammoru,thota krishnamurthy,sai kiran suman sri latha,un_known,neelampati ammoru thota krishnamurthy sai kiran suman sri latha un_known
679,ami thumi,mohan krishna indraganti,srinivas avasarala eesha rebba adivi sesh tanikella bharani vennela kishore,Comedy Romance,ami thumi mohan krishna indraganti srinivas avasarala eesha rebba adivi sesh tanikella bharani vennela kishore Comedy Romance
680,kaadhali,pattabhi r. chilukuri,pooja k. doshi sai ronak harish kalyan mohan raman,Drama Romance,kaadhali pattabhi r. chilukuri pooja k. doshi sai ronak harish kalyan mohan raman Drama Romance
681,pelliki mundu prema katha,madhu gopu,chethan cheenu sunaina thagubothu ramesh,un_known,pelliki mundu prema katha madhu gopu chethan cheenu sunaina thagubothu ramesh un_known
682,raja meeru keka,krishna kishore,taraka ratna revanth noel sean lasya,un_known,raja meeru keka krishna kishore taraka ratna revanth noel sean lasya un_known
683,duvvada jagannadham,harish shankar,allu arjun pooja hegde,Comedy Action,duvvada jagannadham harish shankar allu arjun pooja hegde Comedy Action
684,jayadev,jayanth c. paranjee,ganta ravi malvika raaj vinod kumar posani krishna murali vennela kishore,un_known,jayadev jayanth c. paranjee ganta ravi malvika raaj vinod kumar posani krishna murali vennela kishore un_known
685,khayyum bhai,bharath,katta rambabu taraka ratna priya harshitha,un_known,khayyum bhai bharath katta rambabu taraka ratna priya harshitha un_known
686,ninnu kori,shiva nirvana,nani niveda thomas aadhi pinisetty tanikella bharani murali sharma rajashree neetu chandra,Comedy Romance Family,ninnu kori shiva nirvana nani niveda thomas aadhi pinisetty tanikella bharani murali sharma rajashree neetu chandra Comedy Romance Family
687,rakshasi,panna royal,abhimanyu singh poorna panna royal baby dhanvi thagubothu ramesh,Action Drama,rakshasi panna royal abhimanyu singh poorna panna royal baby dhanvi thagubothu ramesh Action Drama
688,rendu rellu aaru,nandu,anil mallela mahima aishwarya gorak naresh,Comedy Romance Drama,rendu rellu aaru nandu anil mallela mahima aishwarya gorak naresh Comedy Romance Drama
689,dr. chakravarthy,shekkhar suri,richard rishi sonia mann lena,un_known,dr. chakravarthy shekkhar suri richard rishi sonia mann lena un_known
690,patel s. i. r.,vasu parimi,jagapati babu padmapriya janakiraman tanya hope subbaraju posani krishna murali raghu babu,Action Thriller Drama,patel s. i. r. vasu parimi jagapati babu padmapriya janakiraman tanya hope subbaraju posani krishna murali raghu babu Action Thriller Drama
691,shamanthakamani,sriram adittya,nara rohit sudheer babu sundeep kishan aadi saikumar rajendra prasad,un_known,shamanthakamani sriram adittya nara rohit sudheer babu sundeep kishan aadi saikumar rajendra prasad un_known
692,fidaa,sekhar kammula,varun tej sai pallavi satyam rajesh,Drama Romance Comedy,fidaa sekhar kammula varun tej sai pallavi satyam rajesh Drama Romance Comedy
693,kala varam aaye,sampath v. kumar,vibheesh priyanka jawalkar chandra mohan sanjeev,un_known,kala varam aaye sampath v. kumar vibheesh priyanka jawalkar chandra mohan sanjeev un_known
694,maya mall,govind lalam,dilip kumar eesha rebba deeksha panth thagubothu ramesh,un_known,maya mall govind lalam dilip kumar eesha rebba deeksha panth thagubothu ramesh un_known
695,vaisakham,jaya. b,harish avantika mishra balireddy pruthviraj,Family Drama Romance,vaisakham jaya. b harish avantika mishra balireddy pruthviraj Family Drama Romance
696,goutham nanda,sampath nandi,gopichand hansika motwani catherine tresa sachin khedekar mukesh rishi nikitin dheer ajay,Action Drama,goutham nanda sampath nandi gopichand hansika motwani catherine tresa sachin khedekar mukesh rishi nikitin dheer ajay Action Drama
697,naku nene thopu turumu,sivamani reddy,ashok sunkara manasa chalapathi rao suman shetty,un_known,naku nene thopu turumu sivamani reddy ashok sunkara manasa chalapathi rao suman shetty un_known
698,darsakudu,jakka hari prasad,ashok bandreddi eesha rebba poojitha ponnada,Action Drama Romance,darsakudu jakka hari prasad ashok bandreddi eesha rebba poojitha ponnada Action Drama Romance
699,green card,rums,shatrughna rayapati stephany chalapathi rao,Comedy Drama Romance,green card rums shatrughna rayapati stephany chalapathi rao Comedy Drama Romance
700,idem deyyam,v. ravi varma,racha ravi kirak rp rachana smith ruchi,un_known,idem deyyam v. ravi varma racha ravi kirak rp rachana smith ruchi un_known
701,nakshatram,krishna vamsi,sundeep kishan sai dharam tej regina cassandra pragya jaiswal prakash raj tanish,un_known,nakshatram krishna vamsi sundeep kishan sai dharam tej regina cassandra pragya jaiswal prakash raj tanish un_known
702,vasham,srikanth challa,nanda kishore vasudev rao swethaa varma,Thriller Action Drama,vasham srikanth challa nanda kishore vasudev rao swethaa varma Thriller Action Drama
703,lie,hanu raghavapudi,nithiin megha akash arjun sarja ravi kishan nassar,Drama Horror Mystery Thriller,lie hanu raghavapudi nithiin megha akash arjun sarja ravi kishan nassar Drama Horror Mystery Thriller
704,jaya janaki nayaka,boyapati srinu,bellamkonda sreenivas rakul preet singh jagapathi babu pragya jaiswal,Romance Action Thriller,jaya janaki nayaka boyapati srinu bellamkonda sreenivas rakul preet singh jagapathi babu pragya jaiswal Romance Action Thriller
705,nene raju nene mantri,teja,rana daggubati kajal aggarwal catherine tresa navdeep ashutosh rana pradeep rawat,Action Romance Thriller,nene raju nene mantri teja rana daggubati kajal aggarwal catherine tresa navdeep ashutosh rana pradeep rawat Action Romance Thriller
706,anando brahma,mahi v raghav,taapsee pannu srinivasa reddy vennela kishore thagubothu ramesh shakalaka shankar,Comedy Horror Thriller,anando brahma mahi v raghav taapsee pannu srinivasa reddy vennela kishore thagubothu ramesh shakalaka shankar Comedy Horror Thriller
707,prathi kshanam,g. m. k. reddy,maneesh tejaswini prakash veda sastry,un_known,prathi kshanam g. m. k. reddy maneesh tejaswini prakash veda sastry un_known
708,preminche panilo vunna,pradeep manchala,raghuram dronavajjala bindu barbie,un_known,preminche panilo vunna pradeep manchala raghuram dronavajjala bindu barbie un_known
709,arjun reddy,sandeep reddy vanga,vijay deverakonda shalini pandey kanchana rahul ramakrishna,Romance Drama Action,arjun reddy sandeep reddy vanga vijay deverakonda shalini pandey kanchana rahul ramakrishna Romance Drama Action
710,vip 2,soundarya rajinikanth,dhanush kajol amala paul,un_known,vip 2 soundarya rajinikanth dhanush kajol amala paul un_known
711,nee preme naa pranam,rajasekhar,lucky sireesha vizag dhanaraj,un_known,nee preme naa pranam rajasekhar lucky sireesha vizag dhanaraj un_known
712,paisa vasool,puri jagannadh,nandamuri balakrishna shriya saran vikramjeet virk musskan sethi,Horror Action Comedy,paisa vasool puri jagannadh nandamuri balakrishna shriya saran vikramjeet virk musskan sethi Horror Action Comedy
713,shalini,sheraz,amogh deshapathi archana chowdapur lucky ekari,Comedy Romance,shalini sheraz amogh deshapathi archana chowdapur lucky ekari Comedy Romance
714,vellipomakey,ali mohammed,vishwak sen supraja swetha,Romance,vellipomakey ali mohammed vishwak sen supraja swetha Romance
715,meda meeda abbayi,c. prajith,allari naresh nikhila vimal srinivas avasarala satyam rajesh,Comedy Drama Romance,meda meeda abbayi c. prajith allari naresh nikhila vimal srinivas avasarala satyam rajesh Comedy Drama Romance
716,yuddham sharanam,krishna marimuthu,naga chaitanya lavanya tripathi srikanth rao ramesh,Action Romance Thriller,yuddham sharanam krishna marimuthu naga chaitanya lavanya tripathi srikanth rao ramesh Action Romance Thriller
717,kathalo rajakumari,mahesh surapaneni,nara rohit naga shourya namitha pramod srinivas avasarala,Romance Drama Action,kathalo rajakumari mahesh surapaneni nara rohit naga shourya namitha pramod srinivas avasarala Romance Drama Action
718,srivalli,k. v. vijayendra prasad,rajath krishna neha hinge rajeev kanakala araham khan sufi syed hema,Thriller,srivalli k. v. vijayendra prasad rajath krishna neha hinge rajeev kanakala araham khan sufi syed hema Thriller
719,ungarala rambabu,kranthi madhav,sunil miya prakash raj vennela kishore posani krishna murali ali rajeev kanakala raja ravindra,Romance Comedy,ungarala rambabu kranthi madhav sunil miya prakash raj vennela kishore posani krishna murali ali rajeev kanakala raja ravindra Romance Comedy
720,veedevadu,tatineni satya,sachiin j. joshi esha gupta prabhu kishore srinivasa reddy,Thriller,veedevadu tatineni satya sachiin j. joshi esha gupta prabhu kishore srinivasa reddy Thriller
721,jai lava kusa,k. s. ravindra,n. t. rama rao jr. raashi khanna niveda thomas ronit roy nanditha raj hamsa nandini posani krishna murali sai kumar pradeep rawat nassar abhimanyu singh harish uthaman,Action Thriller,jai lava kusa k. s. ravindra n. t. rama rao jr. raashi khanna niveda thomas ronit roy nanditha raj hamsa nandini posani krishna murali sai kumar pradeep rawat nassar abhimanyu singh harish uthaman Action Thriller
722,spyder,ar murugadoss,mahesh babu rakul preet singh s. j. surya bharath rj balaji shaji chen priyadarshi pullikonda sayaji shinde nagineedu jayaprakash dheepa ramanujam ajay rathnam hareesh peradi ravi sendrayan,Action,spyder ar murugadoss mahesh babu rakul preet singh s. j. surya bharath rj balaji shaji chen priyadarshi pullikonda sayaji shinde nagineedu jayaprakash dheepa ramanujam ajay rathnam hareesh peradi ravi sendrayan Action
723,mahanubhavudu,maruthi dasari,sharwanand mehreen pirzada vennela kishore nassar raghu babu kalyani natarajan,Comedy Family Romance,mahanubhavudu maruthi dasari sharwanand mehreen pirzada vennela kishore nassar raghu babu kalyani natarajan Comedy Family Romance
724,lavanya with love boys,vaddepalli krishna,paavani hema sundar,un_known,lavanya with love boys vaddepalli krishna paavani hema sundar un_known
725,bava maradallu,gangarapu lakshman murthy,mohan krishna,un_known,bava maradallu gangarapu lakshman murthy mohan krishna un_known
726,nenu kidnap ayyanu,sreekara babu,posani krishna murali brahmanandam krishna bhagawan srikanth dheeru soumithri aditi singh,un_known,nenu kidnap ayyanu sreekara babu posani krishna murali brahmanandam krishna bhagawan srikanth dheeru soumithri aditi singh un_known
727,oye ninne,satyam challakoti,bharath margani srushti dange thagubothu ramesh thulasi shivamani,Drama Family Romance,oye ninne satyam challakoti bharath margani srushti dange thagubothu ramesh thulasi shivamani Drama Family Romance
728,gulf,p. sunil kumar reddy,chethan neni dimple hayathi tanikella bharani posani krishna murali,Documentary Science Fiction,gulf p. sunil kumar reddy chethan neni dimple hayathi tanikella bharani posani krishna murali Documentary Science Fiction
729,raju gari gadhi 2,ohmkar,akkineni nagarjuna samantha ruth prabhu seerat kapoor abhinaya rao ramesh vennela kishore ashwin babu praveen,Crime Horror Thriller,raju gari gadhi 2 ohmkar akkineni nagarjuna samantha ruth prabhu seerat kapoor abhinaya rao ramesh vennela kishore ashwin babu praveen Crime Horror Thriller
730,yours lovingly,jogi raju mamidi,prudhvi potluri soumya reddy,Romance Drama,yours lovingly jogi raju mamidi prudhvi potluri soumya reddy Romance Drama
731,raja the great,anil ravipudi,ravi teja mehreen pirzada raadhika vivan bhatena prakash raj rajendra prasad sampath raj sai kumar,Action Comedy,raja the great anil ravipudi ravi teja mehreen pirzada raadhika vivan bhatena prakash raj rajendra prasad sampath raj sai kumar Action Comedy
732,anaganaga oka durga,prakash pulijala,priyanka naidu kranthi kumar jabardasth srinu sanjay krishna,un_known,anaganaga oka durga prakash pulijala priyanka naidu kranthi kumar jabardasth srinu sanjay krishna un_known
733,dyavudaa,dasari sairam,bhanu prasad sharath chandra jai anusha karunya,un_known,dyavudaa dasari sairam bhanu prasad sharath chandra jai anusha karunya un_known
734,vunnadhi okate zindagi,kishore tirumala,ram pothineni lavanya tripathi anupama parameswaran anisha ambrose sree vishnu kireeti damaraju priyadarshi pullikonda anand,Romance Drama,vunnadhi okate zindagi kishore tirumala ram pothineni lavanya tripathi anupama parameswaran anisha ambrose sree vishnu kireeti damaraju priyadarshi pullikonda anand Romance Drama
735,angel,bahubali palani,naga anvesh hebah patel suman kabir duhan singh saptagiri pradeep rawat shayaji shinde,Action Science Fiction Adventure,angel bahubali palani naga anvesh hebah patel suman kabir duhan singh saptagiri pradeep rawat shayaji shinde Action Science Fiction Adventure
736,next nuvve,prabhakar podakandla,aadi vaibhavi shandilya rashmi gautam srinivas avasarala brahmaji,Comedy Horror,next nuvve prabhakar podakandla aadi vaibhavi shandilya rashmi gautam srinivas avasarala brahmaji Comedy Horror
737,psv garuda vega,praveen sattaru,rajasekhar adith arun kishore pooja kumar shraddha das,Comedy Action Thriller,psv garuda vega praveen sattaru rajasekhar adith arun kishore pooja kumar shraddha das Comedy Action Thriller
738,c/o surya,suseenthiran,sundeep kishan mehreen pirzada harish uthaman vikranth,Crime Action Thriller,c/o surya suseenthiran sundeep kishan mehreen pirzada harish uthaman vikranth Crime Action Thriller
739,okkadu migiladu,ajay andrews,manchu manoj anisha ambrose suhasini maniratnam milind gunaji posani krishna murali,Crime History Action,okkadu migiladu ajay andrews manchu manoj anisha ambrose suhasini maniratnam milind gunaji posani krishna murali Crime History Action
740,dare,k. krishna prasad,naviin pallavi sakshi,Thriller Horror,dare k. krishna prasad naviin pallavi sakshi Thriller Horror
741,london babulu,chinni krishna,rakshith swati reddy murali sharma satya dhanraj,Romance Comedy Drama,london babulu chinni krishna rakshith swati reddy murali sharma satya dhanraj Romance Comedy Drama
742,lovers club,dhruv shekar,anish chandra aryan pavani poorni ajay ratnam,un_known,lovers club dhruv shekar anish chandra aryan pavani poorni ajay ratnam un_known
743,prema entha madhuram priyuralu antha katinam,goverdhan gajjala,chandrakanth datta radhika mehrotra pallavi dora thulasi shivamani tanikella bharani,un_known,prema entha madhuram priyuralu antha katinam goverdhan gajjala chandrakanth datta radhika mehrotra pallavi dora thulasi shivamani tanikella bharani un_known
744,prematho mee karthik,rishi,kartikeya gummakonda simrat murali sharma raghu karumanchi,Drama Romance,prematho mee karthik rishi kartikeya gummakonda simrat murali sharma raghu karumanchi Drama Romance
745,snehamera jeevitham,upputuri mahesh,siva balaji rajeev kanakala sushma yarlagadda chalapati rao,Drama,snehamera jeevitham upputuri mahesh siva balaji rajeev kanakala sushma yarlagadda chalapati rao Drama
746,napoleon,anand ravi,anand ravi komali ravi varma,Documentary,napoleon anand ravi anand ravi komali ravi varma Documentary
747,baby,d. suresh,baby sathanya srivarshini manoj k. bharathi shira,Action Crime,baby d. suresh baby sathanya srivarshini manoj k. bharathi shira Action Crime
748,balakrishnudu,pavan mallela,nara rohit regina cassandra ramya krishnan adithya menon ajay,Adventure Action Comedy,balakrishnudu pavan mallela nara rohit regina cassandra ramya krishnan adithya menon ajay Adventure Action Comedy
749,devi sri prasad,sri kishore,bhupal raju manoj nandam dhanraj pooja ramachandran,Action Drama,devi sri prasad sri kishore bhupal raju manoj nandam dhanraj pooja ramachandran Action Drama
750,jandhyala rasina premakatha,krishna varma,sekhar sri lakshmi gayatri gupta dileep kumar,un_known,jandhyala rasina premakatha krishna varma sekhar sri lakshmi gayatri gupta dileep kumar un_known
751,june 1:43,bhaskar bantupalli,aditya srivastava richa saxena arun babu dimple,un_known,june 1:43 bhaskar bantupalli aditya srivastava richa saxena arun babu dimple un_known
752,mental madhilo,vivek athreya,sree vishnu nivetha pethuraj amrutha srinivasan nara rohit,Romance Comedy,mental madhilo vivek athreya sree vishnu nivetha pethuraj amrutha srinivasan nara rohit Romance Comedy
753,oxygen,a. m. jothi krishna,gopichand raashi khanna anu emmanuel jagapathi babu shaam abhimanyu singh,Crime Drama Mystery Thriller,oxygen a. m. jothi krishna gopichand raashi khanna anu emmanuel jagapathi babu shaam abhimanyu singh Crime Drama Mystery Thriller
754,jawaan,b. v. s. ravi,sai dharam tej mehreen pirzada prasanna subbaraju,un_known,jawaan b. v. s. ravi sai dharam tej mehreen pirzada prasanna subbaraju un_known
755,sapthagiri llb,charan lakkaakula,saptagiri kashish vohra saikumar pudipeddi shakalaka shankar,Romance Comedy Drama,sapthagiri llb charan lakkaakula saptagiri kashish vohra saikumar pudipeddi shakalaka shankar Romance Comedy Drama
756,b. tech babulu,seenu imandi,nandu srimukhi ali pavithra lokesh naval kishore,un_known,b. tech babulu seenu imandi nandu srimukhi ali pavithra lokesh naval kishore un_known
757,malli raava,gowtam tinnanuri,sumanth aakanksha singh kadambari kiran annapoorna,Drama Family Romance,malli raava gowtam tinnanuri sumanth aakanksha singh kadambari kiran annapoorna Drama Family Romance
758,premika,mahindra,tanish alladi shruti yagal,un_known,premika mahindra tanish alladi shruti yagal un_known
759,vanavillu,lanka prateek prem karan,lanka prateek prem karan shravya rao surekha vani kasi vishwanath,un_known,vanavillu lanka prateek prem karan lanka prateek prem karan shravya rao surekha vani kasi vishwanath un_known
760,kiss kiss bang bang,karthik medikonda,kiran harshada kulkarni mahesh kathi gayathri gupta,Comedy Crime Action,kiss kiss bang bang karthik medikonda kiran harshada kulkarni mahesh kathi gayathri gupta Comedy Crime Action
761,idhi maa prema katha,ayodhya karthik,anchor ravi meghana lokesh prabhas seenu priyadarshi pullikonda,un_known,idhi maa prema katha ayodhya karthik anchor ravi meghana lokesh prabhas seenu priyadarshi pullikonda un_known
762,juliet lover of idiot,ajay vodhirala,naveen chandra niveda thomas abhimanyu singh ester noronha ali,Drama Romance Comedy,juliet lover of idiot ajay vodhirala naveen chandra niveda thomas abhimanyu singh ester noronha ali Drama Romance Comedy
763,kutumba katha chitram,v. s. vasu,nandu sreemukhi kamal kamaraju,Romance Horror Thriller,kutumba katha chitram v. s. vasu nandu sreemukhi kamal kamaraju Romance Horror Thriller
764,lacchi,eeshwar,tej dilip raghu babu jayathi tejaswini thagubothu ramesh dhanraj sukhram,Comedy Thriller,lacchi eeshwar tej dilip raghu babu jayathi tejaswini thagubothu ramesh dhanraj sukhram Comedy Thriller
765,mama o chandamama,vishaka venkat,ram karthik sana maqbool suman jeeva,un_known,mama o chandamama vishaka venkat ram karthik sana maqbool suman jeeva un_known
766,padipoya nee mayalo,rk kampally,arun gupta saveri durgam jayavardhan,un_known,padipoya nee mayalo rk kampally arun gupta saveri durgam jayavardhan un_known
767,seetha...ramuni kosam,anil gopi reddy,sharath sreerangam karunya chowdhary thagubothu ramesh bala,un_known,seetha...ramuni kosam anil gopi reddy sharath sreerangam karunya chowdhary thagubothu ramesh bala un_known
768,tholi parichayam,l. radha krishna,venky lasya rajeev kanakala viva harsha,un_known,tholi parichayam l. radha krishna venky lasya rajeev kanakala viva harsha un_known
769,undha ledha,siva prasad,ramakrishna ankitha,un_known,undha ledha siva prasad ramakrishna ankitha un_known
770,middle class abbayi,venu sree raam,nani sai pallavi bhumika chawla,Action Comedy Family,middle class abbayi venu sree raam nani sai pallavi bhumika chawla Action Comedy Family
771,e ee,ram ganapati rao,neiraj sham naira shah thagubothu ramesh krishna bhagawan,Drama Romance,e ee ram ganapati rao neiraj sham naira shah thagubothu ramesh krishna bhagawan Drama Romance
772,hello,vikram kumar,akhil akkineni kalyani priyadarshan jagapathi babu ramya krishna ajay,Romance Drama,hello vikram kumar akhil akkineni kalyani priyadarshan jagapathi babu ramya krishna ajay Romance Drama
773,okka kshanam,vi anand,allu sirish surbhi seerat kapoor srinivas avasarala jayaprakash,un_known,okka kshanam vi anand allu sirish surbhi seerat kapoor srinivas avasarala jayaprakash un_known
774,2 countries,n. shankar,sunil manisha raj sanjjanaa naresh,un_known,2 countries n. shankar sunil manisha raj sanjjanaa naresh un_known
775,chilkur balaji,allani sridhar,sunil sharma saikumar s. p. balasubrahmanyam aamani bhanu sri mehra suman,un_known,chilkur balaji allani sridhar sunil sharma saikumar s. p. balasubrahmanyam aamani bhanu sri mehra suman un_known
776,agnyaathavaasi,trivikram srinivas,pawan kalyan keerthy suresh anu emmanuel aadhi pinisetty boman irani,Drama Action,agnyaathavaasi trivikram srinivas pawan kalyan keerthy suresh anu emmanuel aadhi pinisetty boman irani Drama Action
777,jai simha,k. s. ravikumar,nandamuri balakrishna nayantara haripriya natasha doshi prakash raj ashutosh rana,Action Comedy Drama Family,jai simha k. s. ravikumar nandamuri balakrishna nayantara haripriya natasha doshi prakash raj ashutosh rana Action Comedy Drama Family
778,rangula ratnam,sri rajani,raj tarun chitra shukla priyadarshi pullikonda sithara,un_known,rangula ratnam sri rajani raj tarun chitra shukla priyadarshi pullikonda sithara un_known
779,3 mukhi,aishwarya addala,aishwarya addala satyanand gopi chand yadha kumar,Thriller Horror,3 mukhi aishwarya addala aishwarya addala satyanand gopi chand yadha kumar Thriller Horror
780,ego,r. v. subramanyam,aashish raj bidkikar simran sharma diksha panth,Animation Comedy Family Science Fiction,ego r. v. subramanyam aashish raj bidkikar simran sharma diksha panth Animation Comedy Family Science Fiction
781,bhaagamathie,g. ashok,anushka shetty jayaram unni mukundan asha sarath murali sharma,Thriller Horror Crime Mystery,bhaagamathie g. ashok anushka shetty jayaram unni mukundan asha sarath murali sharma Thriller Horror Crime Mystery
782,chalo,venky kudumula,naga shaurya rashmika mandanna naresh achyuth kumar raghu babu,Comedy,chalo venky kudumula naga shaurya rashmika mandanna naresh achyuth kumar raghu babu Comedy
783,hbd - hacked by devil,krishna karthik,santoshi sharma meghana himaja,un_known,hbd - hacked by devil krishna karthik santoshi sharma meghana himaja un_known
784,touch chesi chudu,vikram sirikonda,ravi teja raashi khanna seerat kapoor freddy daruwala,Action,touch chesi chudu vikram sirikonda ravi teja raashi khanna seerat kapoor freddy daruwala Action
785,howrah bridge,revan yadhu,rahul ravindran chandini chowdhary manali rathod rao ramesh ajay ali,Thriller Romance Action,howrah bridge revan yadhu rahul ravindran chandini chowdhary manali rathod rao ramesh ajay ali Thriller Romance Action
786,gayatri,r. r. madan,mohan babu shriya saran vishnu manchu brahmanandam,Family Action Thriller,gayatri r. r. madan mohan babu shriya saran vishnu manchu brahmanandam Family Action Thriller
787,inttelligent,v. v. vinayak,sai dharam tej lavanya tripathi rahul dev ashish vidyarthi sayaji shinde nassar dev gill jaya prakash reddy brahmanandam,Action,inttelligent v. v. vinayak sai dharam tej lavanya tripathi rahul dev ashish vidyarthi sayaji shinde nassar dev gill jaya prakash reddy brahmanandam Action
788,tholi prema,venky atluri,varun tej raashi khanna,Comedy Romance,tholi prema venky atluri varun tej raashi khanna Comedy Romance
789,idi naa love story,m. ramesh gopi,tarun kumar oviya manchu manoj,Drama Romance,idi naa love story m. ramesh gopi tarun kumar oviya manchu manoj Drama Romance
790,awe,prashanth varma,kajal aggarwal nithya menen regina cassandra eesha rebba srinivas avasarala murali sharma,Drama History Thriller,awe prashanth varma kajal aggarwal nithya menen regina cassandra eesha rebba srinivas avasarala murali sharma Drama History Thriller
791,manasuku nachindi,manjula ghattamaneni,sundeep kishan amyra dastur tridha choudhury adith arun priyadarshi pullikonda,Action Romance Family,manasuku nachindi manjula ghattamaneni sundeep kishan amyra dastur tridha choudhury adith arun priyadarshi pullikonda Action Romance Family
792,rachayitha,vidya sagar raju,vidya sagar raju sanchita padukone ragini supriya,Romance,rachayitha vidya sagar raju vidya sagar raju sanchita padukone ragini supriya Romance
793,soda golisoda,hari babu,maanas nitya naresh brahmanandam ali shakalaka shankar krishna bhagawan,un_known,soda golisoda hari babu maanas nitya naresh brahmanandam ali shakalaka shankar krishna bhagawan un_known
794,chalte chalte,pradeep k. k.,vishwadev rachakonda priyanka jain rajashree nayar shayaji shinde rao ramesh,Action Romance Comedy,chalte chalte pradeep k. k. vishwadev rachakonda priyanka jain rajashree nayar shayaji shinde rao ramesh Action Romance Comedy
795,hyderabad love story,raj satya,rahul ravindran reshmi menon jiya,Romance Comedy Family,hyderabad love story raj satya rahul ravindran reshmi menon jiya Romance Comedy Family
796,juvva,trikoti peta,ranjith somi palak lalwani posani krishna murali ali,Action,juvva trikoti peta ranjith somi palak lalwani posani krishna murali ali Action
797,raa raa,l. ramakrishna raju,meka srikanth naziya posani krishna murali raghu karumanchi shakalaka shankar,Comedy Horror,raa raa l. ramakrishna raju meka srikanth naziya posani krishna murali raghu karumanchi shakalaka shankar Comedy Horror
798,ye mantram vesave,sridhar marri,vijay deverakonda shivani singh,Thriller Romance,ye mantram vesave sridhar marri vijay deverakonda shivani singh Thriller Romance
799,aithe 2.0,raj madiraju,indraneil sengupta zara shah kartavya sharma abhishek gupta,Thriller Crime,aithe 2.0 raj madiraju indraneil sengupta zara shah kartavya sharma abhishek gupta Thriller Crime
800,kirrak party,sharan koppisetty,nikhil siddharth simran pareenja samyuktha hegde rakendu mouli,Drama Comedy Romance,kirrak party sharan koppisetty nikhil siddharth simran pareenja samyuktha hegde rakendu mouli Drama Comedy Romance
801,nelluri pedda reddy,v. j. reddy,satish reddy mouryani ambati srinivas,un_known,nelluri pedda reddy v. j. reddy satish reddy mouryani ambati srinivas un_known
802,vadena,sai suneel nimmala,shiv tandel neha deshpande ajay ghosh,un_known,vadena sai suneel nimmala shiv tandel neha deshpande ajay ghosh un_known
803,manasainodu,satyavarapu venkateswararao,manoj nandam priya singh posani krishna murali raghu babu,un_known,manasainodu satyavarapu venkateswararao manoj nandam priya singh posani krishna murali raghu babu un_known
804,anaganaga oka vullo,sai krishna k. v.,ashok kumar priyanka sharma suman krishnudu,un_known,anaganaga oka vullo sai krishna k. v. ashok kumar priyanka sharma suman krishnudu un_known
805,mla,upendra madhav,nandamuri kalyan ram kajal aggarwal ravi kishan brahmanandam,un_known,mla upendra madhav nandamuri kalyan ram kajal aggarwal ravi kishan brahmanandam un_known
806,needi naadi oke katha,udugula venu,sree vishnu satna titus nara rohit posani krishna murali,Drama Family,needi naadi oke katha udugula venu sree vishnu satna titus nara rohit posani krishna murali Drama Family
807,rangasthalam,sukumar,ram charan samantha akkineni aadhi pinisetty jagapathi babu prakash raj,Action Drama,rangasthalam sukumar ram charan samantha akkineni aadhi pinisetty jagapathi babu prakash raj Action Drama
808,chal mohan ranga,krishna chaitanya,nithiin megha akash madhunandan rao ramesh sanjay swaroop,Romance Comedy Family,chal mohan ranga krishna chaitanya nithiin megha akash madhunandan rao ramesh sanjay swaroop Romance Comedy Family
809,satya gang,prabhas nimmala,sathvik eshwar prathyush akshita harshitha singh suman suhasini maniratnam,un_known,satya gang prabhas nimmala sathvik eshwar prathyush akshita harshitha singh suman suhasini maniratnam un_known
810,ameerpet 2 america,challa bhanu kiran rammohan komanduri,tejas pallavi dora vamsi krishna vamshi koduri meghana lokesh sasha singh mahita beeram,un_known,ameerpet 2 america challa bhanu kiran rammohan komanduri tejas pallavi dora vamsi krishna vamshi koduri meghana lokesh sasha singh mahita beeram un_known
811,krishnarjuna yuddham,merlapaka gandhi,nani anupama parameswaran rukshar mir brahmaji,un_known,krishnarjuna yuddham merlapaka gandhi nani anupama parameswaran rukshar mir brahmaji un_known
812,mercury,karthik subbaraj,prabhu deva sananth reddy remya nambeesan deepak paramesh shashank purushotham anish padmanabhan indhuja,Action Crime Drama Thriller,mercury karthik subbaraj prabhu deva sananth reddy remya nambeesan deepak paramesh shashank purushotham anish padmanabhan indhuja Action Crime Drama Thriller
813,bharat ane nenu,koratala siva,mahesh babu kiara advani prakash raj r. sarathkumar devaraj p. ravi shankar yashpal sharma,Drama Action,bharat ane nenu koratala siva mahesh babu kiara advani prakash raj r. sarathkumar devaraj p. ravi shankar yashpal sharma Drama Action
814,achari america yatra,g. nageswara reddy,vishnu manchu pragya jaiswal brahmanandam pradeep rawat thakur anoop singh kota srinivasa rao,Family Comedy,achari america yatra g. nageswara reddy vishnu manchu pragya jaiswal brahmanandam pradeep rawat thakur anoop singh kota srinivasa rao Family Comedy
815,kanam,a. l. vijay,sai pallavi veronica arora naga shourya nizhalgal ravi,Documentary,kanam a. l. vijay sai pallavi veronica arora naga shourya nizhalgal ravi Documentary
816,endaro mahanubhavulu,thallada sai krishna,thallada sai krishna anisha indu shalini tanikella bharani,un_known,endaro mahanubhavulu thallada sai krishna thallada sai krishna anisha indu shalini tanikella bharani un_known
817,junction lo jayamalini,narra sivanageswara rao,ravikanth kavya kapoor,un_known,junction lo jayamalini narra sivanageswara rao ravikanth kavya kapoor un_known
